,Book Title,Author,Average Rating,Total Rating,Publish Date,Genres,Raw Synopsis,Genre1
2233,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle (Hardcover),Mark Wolynn,3.55,22027,2016,'psychology 'nonfiction 'self help 'mental health 'health 'personal development 'science,"A groundbreaking approach to transforming traumatic legacies passed down in families over generations, by an acclaimed expert in the field Depression. Anxiety. Chronic Pain. Phobias. Obsessive thoughts. The evidence is the roots of these difficulties may not reside in our immediate life experience or in chemical imbalances in our brains—but in the lives of our parents, grandparents, and even great-grandparents. The latest scientific research, now making headlines, supports what many have long intuited—that traumatic experience can be passed down through generations. It Didn’t Start with You builds on the work of leading experts in post-traumatic stress, including Mount Sinai School of Medicine neuroscientist Rachel Yehuda and psychiatrist Bessel van der Kolk, author of The Body Keeps the Score . Even if the person who suffered the original trauma has died, or the story has been forgotten or silenced, memory and feelings can live on. These emotional legacies are often hidden, encoded in everything from gene expression to everyday language, and they play a far greater role in our emotional and physical health than has ever before been understood. As a pioneer in the field of inherited family trauma, Mark Wolynn has worked with individuals and groups on a therapeutic level for over twenty years. It Didn’t Start with You offers a pragmatic and prescriptive guide to his method, the Core Language Approach. Diagnostic self-inventories provide a way to uncover the fears and anxieties conveyed through everyday words, behaviors, and physical symptoms. Techniques for developing a genogram or extended family tree create a map of experiences going back through the generations. And visualization, active imagination, and direct dialogue create pathways to reconnection, integration, and reclaiming life and health. It Didn’t Start With You is a transformative approach to resolving longstanding difficulties that in many cases, traditional therapy, drugs, or other interventions have not had the capacity to touch.",Non-Fiction
2234,Democracy in America (Paperback),Alexis de Tocqueville,4.04,25611,1835,'history 'politics 'nonfiction 'philosophy 'classics 'american history 'political science,"Democracy in America has had the singular honor of being even to this day the work that political commentators of every stripe refer to when they seek to draw large conclusions about the society of the USA. Alexis de Tocqueville, a young French aristocrat, came to the young nation to investigate the functioning of American democracy & the social, political & economic life of its citizens, publishing his observations in 1835 & 1840. Brilliantly written, vividly illustrated with vignettes & portraits, Democracy in America is far more than a trenchant analysis of one society at a particular point in time. What will most intrigue modern readers is how many of the observations still hold true: on the mixed advantages of a free press, the strained relations among the races & the threats posed to democracies by consumerism & corruption. So uncanny is Tocqueville’s insight & so accurate are his predictions, that it seems as tho he were not merely describing the American identity but actually helping to create it.",Non-Fiction
2235,The Organized Mind: Thinking Straight in the Age of Information Overload (Hardcover),Daniel J. Levitin,3.66,13218,2014,'nonfiction 'psychology 'self help 'science 'productivity 'personal development 'business,"New York Times  bestselling author and neuroscientist Daniel J. Levitin shifts his keen insights from your brain on music to your brain in a sea of details.The information age is drowning us with an unprecedented deluge of data. At the same time, we’re expected to make more—and faster—decisions about our lives than ever before. No wonder, then, that the average American reports frequently losing car keys or reading glasses, missing appointments, and feeling worn out by the effort required just to keep up.But somehow some people become quite accomplished at managing information flow. In  The Organized Mind , Daniel J. Levitin, PhD, uses the latest brain science to demonstrate how those people excel—and how readers can use their methods to regain a sense of mastery over the way they organize their homes, workplaces, and time.With lively, entertaining chapters on everything from the kitchen junk drawer to health care to executive office workflow, Levitin reveals how new research into the cognitive neuroscience of attention and memory can be applied to the challenges of our daily lives.  This Is Your Brain on Music  showed how to better play and appreciate music through an understanding of how the brain works.  The Organized Mind  shows how to navigate the churning flood of information in the twenty-first century with the same neuroscientific perspective.",Non-Fiction
2236,Phantoms in the Brain: Probing the Mysteries of the Human Mind (Paperback),V.S. Ramachandran,4.26,19550,1998,'psychology 'science 'nonfiction 'neuroscience 'medicine 'brain 'medical,"Neuroscientist V.S. Ramachandran is internationally renowned for uncovering answers to the deep and quirky questions of human nature that few scientists have dared to address. His bold insights about the brain are matched only by the stunning simplicity of his experiments -- using such low-tech tools as cotton swabs, glasses of water and dime-store mirrors. In Phantoms in the Brain, Dr. Ramachandran recounts how his work with patients who have bizarre neurological disorders has shed new light on the deep architecture of the brain, and what these findings tell us about who we are, how we construct our body image, why we laugh or become depressed, why we may believe in God, how we make decisions, deceive ourselves and dream, perhaps even why we're so clever at philosophy, music and art. Some of his most notable cases:A woman paralyzed on the left side of her body who believes she is lifting a tray of drinks with both hands offers a unique opportunity to test Freud's theory of denial.A man who insists he is talking with God challenges us to ask: Could we be ""wired"" for religious experience?A woman who hallucinates cartoon characters illustrates how, in a sense, we are all hallucinating, all the time.Dr. Ramachandran's inspired medical detective work pushes the boundaries of medicine's last great frontier -- the human mind -- yielding new and provocative insights into the ""big questions"" about consciousness and the self.",Non-Fiction
2237,Unbearable Lightness: A Story of Loss and Gain (Paperback),Portia de Rossi,3.83,41027,2010,'nonfiction 'memoir 'biography 'autobiography 'mental health 'lgbt 'biography memoir,"“I didn’t decide to become anorexic. It snuck up on me disguised as a healthy diet, a professional attitude. Being as thin as possible was a way to make the job of being an actress easier . . .” Portia de Rossi weighed only 82 pounds when she collapsed on the set of the Hollywood film in which she was playing her first leading role. This should have been the culmination of all her years of hard work—first as a child model in Australia, then as a cast member of one of the hottest shows on American television. On the outside she was thin and blond, glamorous and successful. On the inside, she was literally dying. In this searing, unflinchingly honest book, Portia de Rossi captures the complex emotional truth of what it is like when food, weight, and body image take priority over every other human impulse or action. She recounts the elaborate rituals around eating that came to dominate hours of every day, from keeping her daily calorie intake below 300 to eating precisely measured amounts of food out of specific bowls and only with certain utensils. When this wasn’t enough, she resorted to purging and compulsive physical exercise, driving her body and spirit to the breaking point. Even as she rose to fame as a cast member of the hit television shows Ally McBeal and Arrested Development, Portia alternately starved herself and binged, all the while terrified that the truth of her sexuality would be exposed in the tabloids. She reveals the heartache and fear that accompany a life lived in the closet, a sense of isolation that was only magnified by her unrelenting desire to be ever thinner. With the storytelling skills of a great novelist and the eye for detail of a poet, Portia makes transparent as never before the behaviors and emotions of someone living with an eating disorder. From her lowest point, Portia began the painful climb back to a life of health and honesty, falling in love with and eventually marrying Ellen DeGeneres, and emerging as an outspoken and articulate advocate for gay rights and women’s health issues. In this remarkable and beautifully written work, Portia shines a bright light on a dark subject. A crucial book for all those who might sometimes feel at war with themselves or their bodies, Unbearable Lightness is a story that inspires hope and nourishes the spirit.",Non-Fiction
2238,Gandhi: An Autobiography (Paperback),Mahatma Gandhi,4.1,70306,1927,'biography 'nonfiction 'history 'autobiography 'india 'philosophy 'memoir,"Mohandas K. Gandhi is one of the most inspiring figures of our time. In his classic autobiography he recounts the story of his life and how he developed his concept of active nonviolent resistance, which propelled the Indian struggle for independence and countless other nonviolent struggles of the twentieth century.In a new foreword, noted peace expert and teacher Sissela Bok urges us to adopt Gandhi's ""attitude of experimenting, of testing what will and will not bear close scrutiny, what can and cannot be adapted to new circumstances,"" in order to bring about change in our own lives and communities. All royalties earned on this book are paid to the Navajivan Trust, founded by Gandhi, for use in carrying on his work.",Non-Fiction
2239,We Keep the Dead Close: A Murder at Harvard and a Half Century of Silence (Hardcover),Becky Cooper,3.74,11959,2020,'true crime 'nonfiction 'mystery 'crime 'history 'audiobook 'memoir,"Dive into a true crime narrative of an unsolved 1969 murder at Harvard, of obsession and love for a girl who dreamt of rising among men.You have to remember, he reminded me, that Harvard is older than the U.S. government. You have to remember because Harvard doesn't let you forget.1969: the height of counterculture and the year universities would seek to curb the unruly spectacle of student protest; the winter that Harvard University would begin the tumultuous process of merging with Radcliffe, its all-female sister school; and the year that Jane Britton, an ambitious twenty-three-year-old graduate student in Harvard's Anthropology Department and daughter of Radcliffe Vice President J. Boyd Britton, would be found bludgeoned to death in her Cambridge, Massachusetts apartment.   Forty years later, Becky Cooper a curious undergrad, will hear the first whispers of the story. In the first telling the body was nameless. The story was this: a Harvard student had had an affair with her professor, and the professor had murdered her in the Peabody Museum of Archaeology and Ethnology because she'd threatened to talk about the affair. Though the rumor proves false, the story that unfolds, one that Cooper will follow for ten years, is even more complex: a tale of gender inequality in academia, a 'cowboy culture' among empowered male elites, the silencing effect of institutions, and our compulsion to rewrite the stories of female victims. We Keep the Dead Close is a memoir of mirrors, misogyny, and murder. It is at once a rumination on the violence and oppression that rules our revered institutions, a ghost story reflecting one young woman's past onto another's present, and a love story for a girl who was lost to history.",Non-Fiction
2240,Letter to My Daughter (Hardcover),Maya Angelou,4.09,30816,1987,'nonfiction 'poetry 'memoir 'essays 'feminism 'audiobook 'biography,"NEW YORK TIMES BESTSELLER • Maya Angelou shares her path to living well and with meaning in this absorbing book of personal essays. Dedicated to the daughter she never had but sees all around her, Letter to My Daughter transcends genres and guidebook, memoir, poetry, and pure delight.Here in short spellbinding essays are glimpses of the tumultuous life that led Angelou to an exalted place in American letters and taught her lessons in compassion and how she was brought up by her indomitable grandmother in segregated Arkansas, taken in at thirteen by her more worldly and less religious mother, and grew to be an awkward, six-foot-tall teenager whose first experience of loveless sex paradoxically left her with her greatest gift, a son.Whether she is recalling such lost friends as Coretta Scott King and Ossie Davis, extolling honesty, decrying vulgarity, explaining why becoming a Christian is a “lifelong endeavor,” or simply singing the praises of a meal of red rice–Maya Angelou writes from the heart to millions of women she considers her extended family.Like the rest of her remarkable work, Letter to My Daughter entertains and teaches; it is a book to cherish, savor, re-read, and share.“I gave birth to one child, a son, but I have thousands of daughters. You are Black and White, Jewish and Muslim, Asian, Spanish speaking, Native Americans and Aleut. You are fat and thin and pretty and plain, gay and straight, educated and unlettered, and I am speaking to you all. Here is my offering to you.”—from Letter to My Daughter",Non-Fiction
2241,The Doors of Perception / Heaven and Hell (Paperback),Aldous Huxley,3.93,47421,1956,'philosophy 'nonfiction 'psychology 'classics 'essays 'spirituality 'science,"As only he can, Aldous Huxley explores the mind's remote frontiers and the unmapped areas of human consciousness. These two astounding essays are among the most profound studies of the effects of mind-expanding drugs written in this century. Contains the complete texts of 
The Doors of Perception
 and 
Heaven and Hell
, both of which became essential for the counterculture during the 1960s and influenced a generation's perception of life.",Non-Fiction
2242,Kon-Tiki (Paperback),Thor Heyerdahl,4.15,23163,1948,'nonfiction 'travel 'adventure 'history 'classics 'biography 'memoir,"Kon-Tiki is the record of an astonishing adventure - a journey of 4,300 nautical miles across the Pacific Ocean by raft. Intrigued by Polynesian folklore, biologist Thor Heyerdahl suspected that the South Sea Islands had been settled by an ancient race from thousands of miles to the east, led by a mythical hero, Kon-Tiki. He decided to prove his theory by duplicating the legendary voyage.On April 28, 1947, Heyerdahl and five other adventurers sailed from Peru on a balsa log raft. After three months on the open sea, encountering raging storms, whales, and sharks, they sighted land - the Polynesian island of Puka Puka.Translated into over sixty languages, Kon-Tiki is a classic, inspiring tale of daring and courage - a magnificent saga of men against the sea.",Non-Fiction
2243,A Brief History of Everyone Who Ever Lived: The Stories in Our Genes (Hardcover),Adam Rutherford,4.04,10468,2016,'science 'nonfiction 'history 'biology 'genetics 'anthropology 'evolution,"This is a story about you. It is the history of who you are and how you came to be. It is unique to you, as it is to each of the 100 billion modern humans who have ever drawn breath. But it is also our collective story, because in every one of our genomes we each carry the history of our species births, deaths, disease, war, famine, migration, and a lot of sex. Since scientists first read the human genome in 2001, it has been subject to all sorts of claims, counterclaims, and myths. In fact, as Adam Rutherford explains, our genomes should be read not as instruction manuals, but as epic poems. DNA determines far less than we have been led to believe about us as individuals, but vastly more about us as a species. In this captivating journey through the expanding landscape of genetics, Adam Rutherford reveals what our genes now tell us about history, and what history tells us about our genes. From Neanderthals to murder, from redheads to race, dead kings to plague, evolution to epigenetics, this is a demystifying and illuminating new portrait of who we are and how we came to be.""",Non-Fiction
2244,"Stalingrad: The Fateful Siege, 1942–1943 (Paperback)",Antony Beevor,4.32,36945,1998,'history 'nonfiction 'war 'world war ii 'russia 'military history 'military fiction,"The Battle of Stalingrad was not only the psychological turning point of World War II: it also changed the face of modern warfare. Historians and reviewers worldwide have hailed Antony Beevor's magisterial Stalingrad as the definitive account of World War II's most harrowing battle. In August 1942, Hitler's huge Sixth Army reached the city that bore Stalin's name. In the five-month siege that followed, the Russians fought to hold Stalingrad at any cost; then, in an astonishing reversal, encircled and trapped their Nazi enemy. This battle for the ruins of a city cost more than a million lives. Stalingrad conveys the experience of soldiers on both sides, fighting in inhuman conditions, and of civilians trapped on an urban battlefield. Antony Beevor has interviewed survivors and discovered completely new material in a wide range of German and Soviet archives, including prisoner interrogations and reports of desertions and executions. As a story of cruelty, courage, and human suffering, Stalingrad is unprecedented and unforgettable.",Non-Fiction
2245,Gulag: A History (Hardcover),Anne Applebaum,4.27,11603,2003,'history 'nonfiction 'russia 'politics 'russian history 'war 'historical,"The Gulag—the vast array of Soviet concentration camps—was a system of repression and punishment whose rationalized evil and institutionalized inhumanity were rivaled only by the Holocaust. The Gulag entered the world's historical consciousness in 1972, with the publication of Alexander Solzhenitsyn's epic oral history of the Soviet camps, The Gulag Archipelago. Since the collapse of the Soviet Union, dozens of memoirs and new studies covering aspects of that system have been published in Russia and the West. Using these new resources as well as her own original historical research, Anne Applebaum has now undertaken, for the first time, a fully documented history of the Soviet camp system, from its origins in the Russian Revolution to its collapse in the era of glasnost. It is an epic feat of investigation and moral reckoning that places the Gulag where it belongs: at the center of our understanding of the troubled history of the twentieth century. Anne Applebaum first lays out the chronological history of the camps and the logic behind their creation, enlargement, and maintenance. The Gulag was first put in place in 1918 after the Russian Revolution. In 1929, Stalin personally decided to expand the camp system, both to use forced labor to accelerate Soviet industrialization and to exploit the natural resources of the country's barely habitable far northern regions. By the end of the 1930s, labor camps could be found in all twelve of the Soviet Union's time zones. The system continued to expand throughout the war years, reaching its height only in the early 1950s. From 1929 until the death of Stalin in 1953, some 18 million people passed through this massive system. Of these 18 million, it is estimated that 4.5 million never returned. But the Gulag was not just an economic institution. It also became, over time, a country within a country, almost a separate civilization, with its own laws, customs, literature, folklore, slang, and morality. Topic by topic, Anne Applebaum also examines how life was lived within this shadow country: how prisoners worked, how they ate, where they lived, how they died, how they survived. She examines their guards and their jailers, the horrors of transportation in empty cattle cars, the strange nature of Soviet arrests and trials, the impact of World War II, the relations between different national and religious groups, and the escapes, as well as the extraordinary rebellions that took place in the 1950s. She concludes by examining the disturbing question why the Gulag has remained relatively obscure, in the historical memory of both the former Soviet Union and the West. Gulag: A History will immediately be recognized as a landmark work of historical scholarship and an indelible contribution to the complex, ongoing, necessary quest for truth.",Non-Fiction
2246,Uncomfortable Conversations With a Black Man (Hardcover),Emmanuel Acho,4.39,26235,2020,'nonfiction 'audiobook 'race 'social justice 'anti racist 'history 'politics,"“You cannot fix a problem you do not know you have.” So begins Emmanuel Acho in his essential guide to the truths Americans need to know to address the systemic racism that has recently electrified protests in all fifty states. “There is a fix,” Acho says. “But in order to access it, we’re going to have to have some uncomfortable conversations.”In Uncomfortable Conversations With a Black Man, Acho takes on all the questions, large and small, insensitive and taboo, many white Americans are afraid to ask—yet which all Americans need the answers to, now more than ever. With the same open-hearted generosity that has made his video series a phenomenon, Acho explains the vital core of such fraught concepts as white privilege, cultural appropriation, and “reverse racism.”In his own words, he provides a space of compassion and understanding in a discussion that can lack both. He asks only for the reader’s curiosity—but along the way, he will galvanize all of us to join the antiracist fight.",Non-Fiction
2247,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State (Hardcover)",Glenn Greenwald,4.07,14532,2014,'nonfiction 'politics 'history 'technology 'biography 'journalism 'espionage,"By Glenn Greenwald, star of Citizenfour, the Academy Award-winning documentary on Edward SnowdenIn May 2013, Glenn Greenwald set out for Hong Kong to meet an anonymous source who claimed to have astonishing evidence of pervasive government spying and insisted on communicating only through heavily encrypted channels. That source turned out to be the twenty-nine-year-old NSA contractor Edward Snowden, and his revelations about the agency's widespread, systemic overreach proved to be some of the most explosive and consequential news in recent history, triggering a fierce debate over national security and information privacy.Now Greenwald fits all the pieces together, recounting his high-intensity eleven-day trip to Hong Kong, examining the broader implications of the surveillance detailed in his reporting for The Guardian, and revealing fresh information on the NSA's unprecedented abuse of power with documents from the Snowden archive. Fearless and incisive, No Place to Hide has already sparked outrage around the globe and been hailed by voices across the political spectrum as an essential contribution to our understanding of the U.S. surveillance state.",Non-Fiction
2248,Quackery: A Brief History of the Worst Ways to Cure Everything (Hardcover),Lydia Kang,4.01,7847,2017,'nonfiction 'history 'science 'medicine 'medical 'humor 'historical,"Discover 67 shocking-but-true medical misfires that run the gamut from bizarre to deadly. Like when doctors prescribed morphine for crying infants. When snorting skull moss was a cure for a bloody nose. When consuming mail-order tapeworms was a latter-day fad diet. Or when snake oil salesmen peddled strychnine (used in rat poison) as an aphrodisiac in the '60s. Seamlessly combining macabre humor with hard science and compelling storytelling, Quackery is a visually rich and information-packed exploration of history's most outlandish cures, experiments, and scams.A humorous book that delves into some of the wacky but true ways that humans have looked to cure their ills. Leeches, mercury, strychnine, and lobotomies are a few of the topics that explore the lengths society has gone in the search for health.",Non-Fiction
2249,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001 (Paperback)",Steve Coll,4.31,16912,2004,'history 'nonfiction 'politics 'war 'military fiction 'terrorism 'espionage,"The news-breaking book that has sent shockwaves through the Bush White House, Ghost Wars is the most accurate and revealing account yet of the CIA's secret involvement in al-Qaeda's evolution. It won the Pulitzer Prize in 2005.Prize-winning journalist Steve Coll has spent years reporting from the Middle East, accessed previously classified government files and interviewed senior US officials and foreign spymasters. Here he gives the full inside story of the CIA's covert funding of an Islamic jihad against Soviet forces in Afghanistan, explores how this sowed the seeds of Bin Laden's rise, traces how he built his global network and brings to life the dramatic battles within the US government over national security. Above all, he lays bare American intelligence's continual failure to grasp the rising threat of terrorism in the years leading to 9/11 - and its devastating consequences.",Non-Fiction
2250,Dry (Paperback),Augusten Burroughs,4.02,95250,2003,'memoir 'nonfiction 'biography 'humor 'biography memoir 'lgbt 'autobiography,"You may not know it, but you've met Augusten Burroughs. You've seen him on the street, in bars, on the subway, at restaurants: a twenty-something guy, nice suit, works in advertising. Regular. Ordinary. But when the ordinary person had two drinks, Augusten was circling the drain by having twelve; when the ordinary person went home at midnight, Augusten never went home at all. Loud, distracting ties, automated wake-up calls, and cologne on the tongue could only hide so much for so long. At the request (well, it wasn't really a request) of his employers, Augusten landed in rehab, where his dreams of group therapy with Robert Downey, Jr., are immediately dashed by the grim reality of fluorescent lighting and paper hospital slippers. But when Augusten is forced to examine himself, something actually starts to click, and that's when he finds himself in the worst trouble of all. Because when his thirty days are up, he has to return to his same drunken Manhattan life and live it sober. What follows is a memoir that's as moving as it is funny, as heartbreaking as it is real.",Non-Fiction
2251,Black Klansman: A Memoir (Hardcover),Ron Stallworth,3.61,19952,2014,'nonfiction 'memoir 'history 'audiobook 'biography 'true crime 'race,"In 1978 the community of Colorado Springs, Colorado experienced a growth of Ku Klux Klan (KKK) membership. One man dared to challenge their effort and thwart attempts to take over the city, Police Detective Ron Stallworth. He launched an undercover investigation into the Klan, gained membership into the organization, briefly served as Duke's bodyguard, and was eventually asked to be the leader of the Colorado Springs chapter. The irony of this investigation was that Stallworth is… A Black man. In the process he battled internal departmental politics to successfully pull off this ""sting."" Black Klansman explains how he overcame these obstacles and accomplished this almost unbelievable unique achievement.",Non-Fiction
2252,A History of the World in 100 Objects (Hardcover),Neil MacGregor,4.2,8743,2010,'history 'nonfiction 'art 'historical 'world history 'reference 'science,"Neil MacGregor's A History of the World in 100 Objects takes a bold, original approach to human history, exploring past civilizations through the objects that defined them. Encompassing a grand sweep of human history, A History of the World in 100 Objects begins with one of the earliest surviving objects made by human hands, a chopping tool from the Olduvai gorge in Africa, and ends with objects which characterise the world we live in today. Seen through MacGregor's eyes, history is a kaleidoscope - shifting, interconnected, constantly surprising, and shaping our world today in ways that most of us have never imagined. A stone pillar tells us about a great Indian emperor preaching tolerance to his people; Spanish pieces of eight tell us about the beginning of a global currency; and an early Victorian tea-set speaks to us about the impact of empire. An intellectual and visual feast, this is one of the most engrossing and unusual history books published in years. 'Brilliant, engagingly written, deeply researched' Mary Beard, Guardian 'A triumph: hugely popular, and rightly lauded as one of the most effective and intellectually ambitious initiatives in the making of 'public history' for many decades' Sunday Telegraph 'Highly intelligent, delightfully written and utterly absorbing ' Timothy Clifford, Spectator 'This is a story book, vivid and witty, shining with insights, connections, shocks and delights' Gillian Reynolds Daily Telegraph",Non-Fiction
2253,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales (Paperback),William M. Bass,4.22,13039,2003,'nonfiction 'science 'true crime 'crime 'death 'anthropology 'medical,"On a patch of land in the Tennessee hills, human corpses decompose in the open air, aided by insects, bacteria, and birds, unhindered by coffins or mausoleums. This is Bill Bass’s “Body Farm,” where nature takes its course as bodies buried in shallow graves, submerged in water, or locked in car trunks serve the needs of science and the cause of justice.In Death’s Acre , Bass invites readers on an unprecedented journey behind the gates of the Body Farm where he revolutionized forensic anthropology. A master scientist and an engaging storyteller, Bass reveals his most intriguing cases for the first time. He revisits the Lindbergh kidnapping and murder, explores the mystery of a headless corpse whose identity astonished police, divulges how the telltale traces of an insect sent a murderous grandfather to death row—and much more.INCLUDES PHOTOGRAPHS",Non-Fiction
2254,The Obesity Code: Unlocking the Secrets of Weight Loss (Paperback),Jason Fung,4.38,32885,2016,'health 'nonfiction 'science 'self help 'nutrition 'food 'audiobook,"Everything you believe about how to lose weight is wrong. Weight gain and obesity are driven by hormones—in everyone—and only by understanding the effects of insulin and insulin resistance can we achieve lasting weight loss.In this highly readable and provocative book, Dr. Jason Fung sets out an original, robust theory of obesity that provides startling insights into proper nutrition. In addition to his five basic steps, a set of lifelong habits that will improve your health and control your insulin levels, Dr. Fung explains how to use intermittent fasting to break the cycle of insulin resistance and reach a healthy weight—for good.",Non-Fiction
2255,My Friend Dahmer (Paperback),Derf Backderf,3.92,31250,2012,'graphic novels 'nonfiction 'comics 'true crime 'memoir 'biography 'crime,"You only think you know this story. In 1991, Jeffrey Dahmer — the most notorious serial killer since Jack the Ripper — seared himself into the American consciousness. To the public, Dahmer was a monster who committed unthinkable atrocities. To Derf Backderf, “Jeff” was a much more complex figure: a high school friend with whom he had shared classrooms, hallways, and car rides. In My Friend Dahmer, a haunting and original graphic novel, writer-artist Backderf creates a surprisingly sympathetic portrait of a disturbed young man struggling against the morbid urges emanating from the deep recesses of his psyche — a shy kid, a teenage alcoholic, and a goofball who never quite fit in with his classmates. With profound insight, what emerges is a Jeffrey Dahmer that few ever really knew, and one readers will never forget.",Non-Fiction
2256,Under a White Sky: The Nature of the Future (Hardcover),Elizabeth Kolbert,4.1,11572,2021,'nonfiction 'science 'environment 'nature 'climate change 'history 'audiobook,"The Pulitzer Prize–winning author of The Sixth Extinction returns to humanity’s transformative impact on the environment, now asking: After doing so much damage, can we change nature, this time to save it?That man should have dominion “over all the earth, and over every creeping thing that creepeth upon the earth” is a prophecy that has hardened into fact. So pervasive are human impacts on the planet that it’s said we live in a new geological epoch: the Anthropocene. In Under a White Sky, Elizabeth Kolbert takes a hard look at the new world we are creating. She meets scientists who are trying to preserve the world’s rarest fish, which lives in a single, tiny pool in the middle of the Mojave. She visits a lava field in Iceland, where engineers are turning carbon emissions to stone; an aquarium in Australia, where researchers are trying to develop “super coral” that can survive on a hotter globe; and a lab at Harvard, where physicists are contemplating shooting tiny diamonds into the stratosphere in order to reflect sunlight back to space and cool the earth. One way to look at human civilization, says Kolbert, is as a ten-thousand-year exercise in defying nature. In The Sixth Extinction, she explored the ways in which our capacity for destruction has reshaped the natural world. Now she examines how the very sorts of interventions that have imperiled our planet are increasingly seen as the only hope for its salvation. By turns inspiring, terrifying, and darkly comic, Under a White Sky is an utterly original examination of the challenges we face.",Non-Fiction
2257,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day (Hardcover),Jay Shetty,4.22,64797,2020,'self help 'nonfiction 'personal development 'audiobook 'spirituality 'philosophy 'psychology,"Jay Shetty, social media superstar and host of the #1 podcast On Purpose, distills the timeless wisdom he learned as a monk into practical steps anyone can take every day to live a less anxious, more meaningful life.When you think like a monk, you’ll understand:- How to overcome negativity- How to stop overthinking- Why comparison kills love- How to use your fear- Why you can’t find happiness by looking for it- How to learn from everyone you meet- Why you are not your thoughts- How to find your purpose- Why kindness is crucial to success- And much more...Shetty grew up in a family where you could become one of three things—a doctor, a lawyer, or a failure. His family was convinced he had chosen option three: instead of attending his college graduation ceremony, he headed to India to become a monk, to meditate every day for four to eight hours, and devote his life to helping others. After three years, one of his teachers told him that he would have more impact on the world if he left the monk’s path to share his experience and wisdom with others. Heavily in debt, and with no recognizable skills on his résumé, he moved back home in north London with his parents.Shetty reconnected with old school friends—many working for some of the world’s largest corporations—who were experiencing tremendous stress, pressure, and unhappiness, and they invited Shetty to coach them on well-being, purpose, and mindfulness. Since then, Shetty has become one of the world’s most popular influencers. In 2017, he was named in the Forbes magazine 30-under-30 for being a game-changer in the world of media. In 2018, he had the #1 video on Facebook with over 360 million views. His social media following totals over 38 million, he has produced over 400 viral videos which have amassed more than 8 billion views, and his podcast, On Purpose, is consistently ranked the world’s #1 Health and Wellness podcast.In this inspiring, empowering book, Shetty draws on his time as a monk to show us how we can clear the roadblocks to our potential and power. Combining ancient wisdom and his own rich experiences in the ashram, Think Like a Monk reveals how to overcome negative thoughts and habits, and access the calm and purpose that lie within all of us. He transforms abstract lessons into advice and exercises we can all apply to reduce stress, improve relationships, and give the gifts we find in ourselves to the world. Shetty proves that everyone can—and should—think like a monk.",Non-Fiction
2258,Humans of New York: Stories (Hardcover),Brandon Stanton,4.55,19115,2015,'nonfiction 'photography 'art 'biography 'adult 'new york 'short stories,"In the summer of 2010, photographer Brandon Stanton began an ambitious project -to single-handedly create a photographic census of New York City. The photos he took and the accompanying interviews became the blog Humans of New York. In the first three years, his audience steadily grew from a few hundred to over one million. In 2013, his book Humans of New York, based on that blog, was published and immediately catapulted to the top of the NY Times Bestseller List. It has appeared on that list for over twenty-five weeks to date. The appeal of HONY has been so great that in the course of the next year Brandon's following increased tenfold to, now, over 12 million followers on Facebook. In the summer of 2014, the UN chose him to travel around the world on a goodwill mission that had followers meeting people from Iraq to Ukraine to Mexico City via the photos he took.Now, Brandon is back with the follow up to Humans of New York that his loyal followers have been waiting for: Humans of New York: Stories. Ever since Brandon began interviewing people on the streets of NY, the dialogue he's had with them has increasingly become as in-depth, intriguing, and moving as the photos themselves. Humans of New York: Stories presents a whole new group of humans, complete with stories that delve deeper and surprise with greater candour.",Non-Fiction
2259,Watching the English: The Hidden Rules of English Behaviour (Paperback),Kate Fox,3.91,10516,2004,'nonfiction 'anthropology 'sociology 'travel 'british literature 'cultural 'psychology,"In ""Watching The English"" anthropologist Kate Fox takes a revealing look at the quirks, habits and foibles of the English people. She puts the English national character under her anthropological microscope, and finds a strange and fascinating culture, governed by complex sets of unspoken rules and byzantine codes of behaviour. The rules of weather-speak. The ironic-gnome rule. The reflex apology rule. The paranoid-pantomime rule. Class indicators and class anxiety tests. The money-talk taboo and many more ...Through a mixture of anthropological analysis and her own unorthodox experiments (using herself as a reluctant guinea-pig), Kate Fox discovers what these unwritten behaviour codes tell us about Englishness.",Non-Fiction
2260,These Truths: A History of the United States (Paperback),Jill Lepore,4.4,11117,2018,'history 'nonfiction 'politics 'american history 'historical 'audiobook 'american,"Widely hailed for its “sweeping, sobering account of the American past” (New York Times Book Review), Jill Lepore’s one-volume history of America places truth itself—a devotion to facts, proof, and evidence—at the center of the nation’s history. The American experiment rests on three ideas—“these truths,” Jefferson called them—political equality, natural rights, and the sovereignty of the people. But has the nation, and democracy itself, delivered on that promise?These Truths tells this uniquely American story, beginning in 1492, asking whether the course of events over more than five centuries has proven the nation’s truths, or belied them. To answer that question, Lepore wrestles with the state of American politics, the legacy of slavery, the persistence of inequality, and the nature of technological change. “A nation born in contradiction… will fight, forever, over the meaning of its history,” Lepore writes, but engaging in that struggle by studying the past is part of the work of citizenship. With These Truths, Lepore has produced a book that will shape our view of American history for decades to come.",Non-Fiction
